date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:52:05	6156/6156	U-----	200	untouched ('')	image/webp	date:Mon,%2002%20Dec%202024%2014:00:46%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/d1e632f2-4a96-4f75-acba-36e3b2e0ded4-150x150.webp	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/d1e632f2-4a96-4f75-acba-36e3b2e0ded4-150x150.webp	(from https://api-report1.aoi-gadget.icu/)
23:52:05	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2004%20Dec%202024%2014:52:05%20GMT	https://fonts.googleapis.com/robots.txt		(from https://api-report1.aoi-gadget.icu/)
23:52:05	69509/69509	U--M-Z	200	updated ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/portfolio/	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/portfolio/index.html	(from https://api-report1.aoi-gadget.icu/)
23:52:06	16023/16023	U--MC-	200	updated ('OK')	application/json	date:Wed,%2004%20Dec%202024%2014:52:06%20GMT	https://api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/6.json	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:52:06	96206/96206	---M--	200	added ('OK')	image/png	date:Tue,%2003%20Dec%202024%2004:20:10%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9cbc23a38eb594395600e10e255947f6-1024x666.png	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9cbc23a38eb594395600e10e255947f6-1024x666.png	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:52:06	5083/5083	U-----	200	untouched ('')	application/json	date:Mon,%2002%20Dec%202024%2015:52:55%20GMT	https://api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/2.json	(from https://api-report1.aoi-gadget.icu/sample-page/)
23:52:07	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2014:52:07%20GMT	http://api-report1.aoi-gadget.icu/wp-admin/	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-admin/index.html	(from https://api-report1.aoi-gadget.icu/sample-page/)
23:52:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Dec%202024%2014:52:06%20GMT	https://api-report1.aoi-gadget.icu/?p=6	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/index42dc.html	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:52:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Dec%202024%2014:52:06%20GMT	https://api-report1.aoi-gadget.icu/?p=2	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/index905b.html	(from https://api-report1.aoi-gadget.icu/sample-page/)
23:52:07	763/763	U--M-Z	200	updated ('OK')	application/rss+xml	date:Wed,%2004%20Dec%202024%2014:50:04%20GMT	https://api-report1.aoi-gadget.icu/sample-page/feed/	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/sample-page/feed/index.html	(from https://api-report1.aoi-gadget.icu/sample-page/)
23:52:08	120/120	U-----	200	untouched ('OK')	text/plain	date:Mon,%2002%20Dec%202024%2015:52:56%20GMT	http://api-report1.aoi-gadget.icu/robots.txt		(from https://api-report1.aoi-gadget.icu/sample-page/)
23:52:08	114689/114689	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/d3ef1c7c62692d215e434f454ebc93f4.css?ver=c93f4	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/d3ef1c7c62692d215e434f454ebc93f491a8.css	(from https://api-report1.aoi-gadget.icu/)
23:52:08	83256/83256	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/e22ff34d046b26df5c1e1c4da6107b4a.css?ver=07b4a	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/e22ff34d046b26df5c1e1c4da6107b4ad889.css	(from https://api-report1.aoi-gadget.icu/)
23:52:09	72230/72230	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/338ad4849e0da7680c658112d3bf7e9a.css?ver=f7e9a	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/338ad4849e0da7680c658112d3bf7e9a8642.css	(from https://api-report1.aoi-gadget.icu/)
23:52:13	372037/372037	U--M--	200	updated ('OK')	application/json	date:Wed,%2004%20Dec%202024%2014:52:10%20GMT	https://api-report1.aoi-gadget.icu/wp-json/	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/index.html	(from https://api-report1.aoi-gadget.icu/)
23:52:14	19224/19224	U--MC-	200	updated ('OK')	application/json	date:Wed,%2004%20Dec%202024%2014:52:13%20GMT	https://api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/36	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/36.json	(from https://api-report1.aoi-gadget.icu/)
23:52:36	285/285	U-----	200	untouched ('OK')	text/css	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/build/css/noscript.css	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/build/css/noscript.css	(from https://api-report1.aoi-gadget.icu/)
23:52:40	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2014:52:09%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/img/a_person.png	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/img/a_person.png	(from https://api-report1.aoi-gadget.icu/)
23:52:47	4115/4115	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb.css?ver=1a1bb	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb90e1.css	(from https://api-report1.aoi-gadget.icu/)
23:52:48	7363/7363	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/5fae91244a1e34756809f665efeb1030.css?ver=b1030	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/5fae91244a1e34756809f665efeb10309e1e.css	(from https://api-report1.aoi-gadget.icu/)
23:52:48	2069/2069	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/35c38f2d494f4be3f712c207279b6cbd.css?ver=b6cbd	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/35c38f2d494f4be3f712c207279b6cbd2019.css	(from https://api-report1.aoi-gadget.icu/)
23:52:49	16951/16951	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/7f8832b894441e40ae3b90c29eebe9e0.js?ver=be9e0	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/7f8832b894441e40ae3b90c29eebe9e0e71d.js	(from https://api-report1.aoi-gadget.icu/)
23:52:49	2446/2446	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:01%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/0bf9dccfd8e9ba5601ce44a047aeb9d9.css?ver=eb9d9	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/0bf9dccfd8e9ba5601ce44a047aeb9d9aaf9.css	(from https://api-report1.aoi-gadget.icu/)
23:52:49	1116/1116	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/2350ba761eef10f51a63ac01821b1c11.css?ver=b1c11	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/2350ba761eef10f51a63ac01821b1c11eb03.css	(from https://api-report1.aoi-gadget.icu/)
23:52:55	455/455	U--M-Z	200	updated ('OK')	text/css	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/61db43abda7aeaa4c8e4241f9c117974.css?ver=17974	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/css/61db43abda7aeaa4c8e4241f9c117974d2de.css	(from https://api-report1.aoi-gadget.icu/)
23:53:01	449379/449379	U-----	200	untouched ('')	image/jpeg	date:Mon,%2002%20Dec%202024%2015:13:34%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/IMG_20241203_001002-scaled.jpg	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/IMG_20241203_001002-scaled.jpg	(from https://api-report1.aoi-gadget.icu/)
23:53:03	1903/1903	U--M-Z	200	updated ('OK')	application/rss+xml	date:Wed,%2004%20Dec%202024%2014:50:04%20GMT	https://api-report1.aoi-gadget.icu/comments/feed/	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/comments/feed/index.html	(from https://api-report1.aoi-gadget.icu/)
23:53:03	16023/16023	U--MC-	200	updated ('OK')	application/json	date:Wed,%2004%20Dec%202024%2014:53:02%20GMT	https://api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/6.json	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:53:05	6156/6156	U-----	200	untouched ('')	image/webp	date:Mon,%2002%20Dec%202024%2014:00:46%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/d1e632f2-4a96-4f75-acba-36e3b2e0ded4-150x150.webp	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/d1e632f2-4a96-4f75-acba-36e3b2e0ded4-150x150.webp	(from https://api-report1.aoi-gadget.icu/)
23:53:30	76718/76718	U-----	200	untouched ('')	image/png	date:Mon,%2002%20Dec%202024%2002:40:52%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/a8003e8dc84ae944df37842c02a47ee6-1024x477.png	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/a8003e8dc84ae944df37842c02a47ee6-1024x477.png	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:53:30	1857/1857	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:01%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/0e5d0abd58cb17fe50d442ff7c07dcf3.js?ver=7dcf3	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/0e5d0abd58cb17fe50d442ff7c07dcf31848.js	(from https://api-report1.aoi-gadget.icu/)
23:53:30	12427/12427	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/f846c8703e57f66a94b79f48e4071392.js?ver=71392	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/f846c8703e57f66a94b79f48e4071392e207.js	(from https://api-report1.aoi-gadget.icu/)
23:53:30	2847/2847	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/0e368303eea1c5f37bb880ddfefaab50.js?ver=aab50	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/0e368303eea1c5f37bb880ddfefaab50a652.js	(from https://api-report1.aoi-gadget.icu/)
23:53:30	85183/85183	U-----	200	untouched ('')	image/jpeg	date:Mon,%2002%20Dec%202024%2002:58:56%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9uCYSBg8QL6BrUNX2G7P9A-1024x854.jpg	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9uCYSBg8QL6BrUNX2G7P9A-1024x854.jpg	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:53:30	9588/9588	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/66ac25c06d9bf10a0b6e3f5344adf4c3.js?ver=df4c3	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/66ac25c06d9bf10a0b6e3f5344adf4c38196.js	(from https://api-report1.aoi-gadget.icu/)
23:53:30	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2014:53:03%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9cbc23a38eb594395600e10e255947f6-1024x666.png	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/9cbc23a38eb594395600e10e255947f6-1024x666.png	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:53:30	1279/1279	U--M-Z	200	updated ('OK')	application/x-javascript	date:Wed,%2004%20Dec%202024%2014:52:04%20GMT	https://api-report1.aoi-gadget.icu/wp-content/litespeed/js/579c685c6697fafd0d1b09bd45108111.js?ver=08111	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/litespeed/js/579c685c6697fafd0d1b09bd451081119a1b.js	(from https://api-report1.aoi-gadget.icu/)
23:53:30	5083/5083	U-----	200	untouched ('')	application/json	date:Mon,%2002%20Dec%202024%2015:52:55%20GMT	https://api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/2	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-json/wp/v2/pages/2.json	(from https://api-report1.aoi-gadget.icu/sample-page/)
23:53:30	53296/53296	U-----	200	untouched ('')	image/jpeg	date:Mon,%2002%20Dec%202024%2002:48:54%20GMT	https://api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/image-3-1-1024x518.jpg	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/uploads/2024/12/image-3-1-1024x518.jpg	(from https://api-report1.aoi-gadget.icu/portfolio/)
23:53:30	8484/8484	U-----	200	untouched ('')	application/x-font-woff2	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoon.woff2?fq24x	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoonfbd9.woff2	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb.css?ver=1a1bb)
23:53:31	2940/2940	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2003%20Dec%202024%2007:21:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.eot?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.eot	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:31	16112/16112	U-----	200	untouched ('')	application/x-font-woff	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoon.woff?fq24x	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoonfbd9.woff	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb.css?ver=1a1bb)
23:53:31	16036/16036	U-----	200	untouched ('')	application/x-font-ttf	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoon.ttf?fq24x	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoonfbd9.ttf	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb.css?ver=1a1bb)
23:53:31	48865/48865	U-----	200	untouched ('OK')	image/svg+xml	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoon.svg?fq24x	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/fonts/icomoonfbd9.svg	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/22c7a4dc40c2106e5fe017e12c61a1bb.css?ver=1a1bb)
23:53:31	3975/3975	U-----	200	untouched ('')	image/png	date:Mon,%2002%20Dec%202024%2002:13:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/img/texture/white-brushed.png	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/themes/swell/assets/img/texture/white-brushed.png	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/e22ff34d046b26df5c1e1c4da6107b4a.css?ver=07b4a)
23:53:31	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2014:53:31%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.eot?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.eot	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:31	1564/1564	---M--	200	added ('OK')	application/x-font-woff2	date:Tue,%2003%20Dec%202024%2007:21:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.woff2?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.woff2	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:31	2776/2776	---M--	200	added ('OK')	application/x-font-ttf	date:Tue,%2003%20Dec%202024%2007:21:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.ttf?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.ttf	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:31	864/864	UR-M--	416	error ('Requested%20range%20not%20satisfiable')	text/html	date:Wed,%2004%20Dec%202024%2014:53:31%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.woff2?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.woff2	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:31	2852/2852	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2003%20Dec%202024%2007:21:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.woff?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.woff	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:32	6795/6795	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2003%20Dec%202024%2007:21:50%20GMT	https://api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon.svg?9vslrt03	C:/My%20Web%20Sites/https___api-report1.aoi-gadget.icu_/api-report1.aoi-gadget.icu/wp-content/plugins/useful-blocks/assets/fonts/icomoon8a51.svg	(from https://api-report1.aoi-gadget.icu/wp-content/litespeed/css/46a2d25649b9f32ca6ed2eb4a3bdd247.css?ver=dd247)
23:53:32	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2004%20Dec%202024%2014:53:32%20GMT	https://fonts.googleapis.com/robots.txt		(from https://api-report1.aoi-gadget.icu/)
